uf,week,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95,cases,date
AC,45,21,2,3,5,10,40,73,109,145.02499999999986,29,2024-08-11
AC,46,20,1,3,5,10,40,74,106,132.22499999999877,22,2024-08-18
AC,47,21,2,3,5,11,41,75,110.04999999999995,160.04999999999973,20,2024-08-25
AC,48,23,2,3,5,11,46,80,106.04999999999995,143,23,2024-09-01
AC,49,26,2.9750000000000014,4,6,13,49,88,131.04999999999995,182.02499999999986,38,2024-09-08
AC,50,29,3,4,7,14,55,103,148,197.0749999999996,31,2024-09-15
AC,51,34,3,5,8,17,62,115,170.04999999999995,229.0749999999996,38,2024-09-22
AC,52,37,4,6,9,19,75,137,198,269.02499999999986,73,2024-09-29
AL,1,100,10,14.950000000000003,23,48,216,451.2000000000003,783,1551.374999999998,48,2023-10-08
AL,2,92.5,8,13,19,44,205,439.10000000000014,813.1999999999998,1396.1249999999993,57,2023-10-15
AL,3,89,8,12,19,41,193,408,766.2999999999997,1324.6499999999965,47,2023-10-22
AL,4,82,8,13,20,38,181,383.2000000000003,620.1499999999999,1097.2499999999986,33,2023-10-29
AL,5,78,6,10,17,34,178.25,408.10000000000014,706.1499999999999,1206.174999999999,45,2023-11-05
AL,6,75,6,9.950000000000003,15,33,158.25,350.40000000000055,602.3499999999997,1021.0999999999995,36,2023-11-12
AL,7,68,5,9,14,30,146,321.2000000000003,541,930.2999999999984,39,2023-11-19
AL,8,60,5,8,12,28,138.25,293,527,861.174999999999,32,2023-11-26
AL,9,55,5,8,12,26,121,273.10000000000014,495,797.4749999999974,35,2023-12-03
AL,10,55,4,7,11,25,124,259.2000000000003,436.0999999999999,657.0249999999999,22,2023-12-10
AL,11,51,4,7,11,24,116,261,436.39999999999964,729.2499999999986,16,2023-12-17
AL,12,51,4,7,11,23,110.25,249,405.04999999999995,687.0999999999995,33,2023-12-24
AL,13,55,5,8,13,25,119.25,265,467.04999999999995,742.0999999999995,71,2023-12-31
AL,14,57,5,7,12,25,127,272,446.0999999999999,684.1249999999993,62,2024-01-07
AL,15,59,5,8,13,28,129.25,279.2000000000003,515.0999999999999,841.0499999999997,64,2024-01-14
AL,16,62,5,8,13,27,135,316.2000000000003,489,841.1999999999989,81,2024-01-21
AL,17,67,5,8,14,31,150,318.2000000000003,519.0999999999999,861.0749999999996,129,2024-01-28
AL,18,70,6.975000000000001,9.950000000000003,16,33,156,323,588,1049.2999999999984,159,2024-02-04
AL,19,77,7,11,17,35,166,363.2000000000003,599.9499999999991,1030.2999999999984,264,2024-02-11
AL,20,79,8,12,18,37,175,394.8000000000011,712.0999999999999,1168.6749999999909,526,2024-02-18
AL,21,86,8,11,18,39,192.25,399.3000000000004,662.1999999999998,1158.174999999999,587,2024-02-25
AL,22,92,8,13,21,41,195,426,698.6999999999994,1227.099999999994,543,2024-03-03
AL,23,99,8,14,21,45,223,457.10000000000014,747.1999999999998,1160.5249999999971,565,2024-03-10
AL,24,101,10,15,21,47,222,492.10000000000014,802.0999999999999,1393.3999999999978,590,2024-03-17
AL,25,112,11,18,26,53,254.25,549,935.0999999999999,1504.549999999997,455,2024-03-24
AL,26,123,11,17,27,57,272,576.1000000000001,992.3999999999996,1624.199999999999,524,2024-03-31
AL,27,134,13,18.950000000000003,29,62,313.25,651.1000000000001,1054.4499999999996,1967.7749999999958,632,2024-04-07
AL,28,152,15,20,34,72,336,775.700000000001,1300.4999999999995,2647.2749999999983,583,2024-04-14
AL,29,172,15,22,38,80.75,397,805.4000000000005,1400.1,2195.1249999999936,538,2024-04-21
AL,30,191,15,25.950000000000003,40,86,418,861.3000000000004,1401.149999999999,2441.974999999995,572,2024-04-28
AL,31,212.5,19,29,45,97.75,457.25,1003.6000000000008,1723.099999999999,2936.749999999996,575,2024-05-05
AL,32,236.5,20.975,31,50.900000000000006,110,517.25,1044.4000000000005,1816.4499999999996,2884.4749999999976,650,2024-05-12
AL,33,240.5,25.975,35,56,114.75,541.5,1121,1894.3999999999987,3057.0999999999995,573,2024-05-19
AL,34,254,27,36,58,120.75,556,1176.800000000001,2009.199999999999,3463.849999999985,591,2024-05-26
AL,35,267,26,39,58.900000000000006,122,614.25,1276.2000000000003,2125.25,3358.774999999996,641,2024-06-02
AL,36,269,27,40,59.900000000000006,124,590.25,1224.2000000000003,2065.5999999999985,4010.099999999994,767,2024-06-09
AL,37,270,23.975,36,58,123,611,1236.1000000000001,1965.3499999999997,3138.6499999999965,775,2024-06-16
AL,38,272,25,39,59,125.75,582,1330.1000000000001,2255.45,3894.6749999999856,625,2024-06-23
AL,39,261,26,36,62,121,580.25,1298,2135.1499999999996,3487.7749999999955,793,2024-06-30
AL,40,254.5,23.975,34,53,112.75,555,1294.1000000000001,2197.0999999999995,3237.82499999999,825,2024-07-07
AL,41,249,19,32.95,53,110,557.25,1159.2000000000003,2105.5499999999984,3239.174999999994,721,2024-07-14
AL,42,231,18,28.950000000000003,50,109,508,1123.0000000000014,1933.1499999999999,3317.7249999999963,674,2024-07-21
AL,43,211.5,19,29,44,97.75,473,993,1650.6999999999994,2973.7499999999964,488,2024-07-28
AL,44,194.5,19,27,41.900000000000006,89.75,433.5,922.1000000000001,1435.2499999999998,2642.774999999996,454,2024-08-04
AL,45,175.5,15,24,39,79,397,772.1000000000001,1407.3499999999997,2300.0999999999995,406,2024-08-11
AL,46,166,14,21,36,76,370.5,792.6000000000008,1222.3499999999997,2006.349999999998,316,2024-08-18
AL,47,145,13,19,32,64,331.25,787.1000000000001,1175.3499999999997,1963.724999999996,313,2024-08-25
AL,48,139,13.975000000000001,19,30,64,300.25,625.2000000000003,1104.1999999999998,1720.4999999999973,258,2024-09-01
AL,49,127,11,16,26,56,274,603,929.3499999999997,1527.0499999999997,243,2024-09-08
AL,50,113,10,16,25,50,258,558,916.5499999999995,1642.474999999981,244,2024-09-15
AL,51,111,10,15,24,49,246,540.3000000000004,893.0999999999999,1519.0249999999999,185,2024-09-22
AL,52,103,8,14,21,46,221,491.40000000000055,777.6999999999994,1327.7749999999849,160,2024-09-29
AM,1,59,12,16,22,35,96,158,232.04999999999995,303.02499999999986,55,2023-10-08
AM,2,58,12,17,22,36,102,168.10000000000014,247.0999999999999,345,73,2023-10-15
AM,3,58,14,18,23.900000000000006,37,101,160,222.0999999999999,326.02499999999986,82,2023-10-22
AM,4,60,13,16.950000000000003,22.900000000000006,36,100.25,170,245.24999999999977,321.0499999999997,62,2023-10-29
AM,5,63,14,19,24,38,107,168,237.0999999999999,346,115,2023-11-05
AM,6,67,14,19,26,41,112,178.10000000000014,243,324.02499999999986,114,2023-11-12
AM,7,69,15,21,27,42,117,183,243.04999999999995,359.09999999999945,153,2023-11-19
AM,8,71,17,21,28,43,115,191,269.0999999999999,389.02499999999986,156,2023-11-26
AM,9,75,17,23,30,46,121,205,280,413.0749999999996,204,2023-12-03
AM,10,79,18,23,29,47,130,198.20000000000027,283.14999999999986,412.02499999999986,300,2023-12-10
AM,11,81,17,23,32,50,136,216,292,404,313,2023-12-17
AM,12,89,20.975,27,35,54,146.25,233.20000000000027,318.0999999999999,445,256,2023-12-24
AM,13,94,24.975,30,39,59,154,256.10000000000014,337.0999999999999,509.3999999999978,597,2023-12-31
AM,14,103,28,34,42.900000000000006,66,167,276.10000000000014,369.14999999999986,500.17499999999905,512,2024-01-07
AM,15,115.5,28.975,36,46,71,184,293.10000000000014,395.04999999999995,550,657,2024-01-14
AM,16,124,33,40,53,78.75,198,311.2000000000003,444,614.0749999999996,429,2024-01-21
AM,17,130,36,43,56,83,208,327.10000000000014,443.1999999999998,582.1249999999993,445,2024-01-28
AM,18,139,35,44,59,89,221,356,472.04999999999995,665.1499999999992,519,2024-02-04
AM,19,144,36,45,57,91,234,365.10000000000014,486.1999999999998,645.0999999999995,504,2024-02-11
AM,20,146,38.975,46,62,94,240,379,526.0999999999999,742.2749999999985,478,2024-02-18
AM,21,145.5,38,48,62,92,238,360.10000000000014,513,677.0249999999999,457,2024-02-25
AM,22,142,40,49.95,62,91,227.25,366.10000000000014,473.1999999999998,628.0749999999996,420,2024-03-03
AM,23,144.5,38,47,61.900000000000006,93,235,372,475,628.3499999999981,367,2024-03-10
AM,24,142,34.975,44,57,88.75,231,374,475.04999999999995,645.174999999999,267,2024-03-17
AM,25,139,35,44,58,87.75,224,355.10000000000014,487.04999999999995,638.0499999999997,174,2024-03-24
AM,26,133,34,41,53,84,208,336.10000000000014,449.14999999999986,611.0249999999999,229,2024-03-31
AM,27,126,30,41,52,80,203,339.10000000000014,442.04999999999995,604.0249999999999,168,2024-04-07
AM,28,117,31,38,50,74,190,302.10000000000014,398.04999999999995,540.0749999999996,166,2024-04-14
AM,29,111,25,34.95,46,71,180,284.10000000000014,378,517.0499999999997,108,2024-04-21
AM,30,102,24.975,30,41,64,169,262,359.14999999999986,471.1999999999989,102,2024-04-28
AM,31,98,22,29,39.900000000000006,61,159,243.10000000000014,326.04999999999995,419.02499999999986,94,2024-05-05
AM,32,89.5,19,25,34,54,147,227.3000000000004,328,427.02499999999986,93,2024-05-12
AM,33,82,19,24,33,51,133,213.10000000000014,283.04999999999995,374.1249999999993,81,2024-05-19
AM,34,75,17,23,30,46,121.25,198.10000000000014,262.0999999999999,332.02499999999986,63,2024-05-26
AM,35,71,15.975000000000001,21,29,44,117,188,263,329.2249999999988,57,2024-06-02
AM,36,66,14,19,26.900000000000006,41,109,176.10000000000014,248,331.2249999999988,46,2024-06-09
AM,37,62,14,18,24.900000000000006,38,103.25,165,225,301.02499999999986,45,2024-06-16
AM,38,58,13,17,23,37,93,157,209.04999999999995,263.02499999999986,61,2024-06-23
AM,39,55,12,15,21,34,89,146.10000000000014,200.14999999999986,282.02499999999986,79,2024-06-30
AM,40,51.5,12,15,22,32,84,139.10000000000014,194.14999999999986,260.0749999999996,76,2024-07-07
AM,41,50,12,15,20,30,81,127,176.04999999999995,231.04999999999973,77,2024-07-14
AM,42,50,11,14,18,28.75,81,128,167.04999999999995,230.02499999999986,67,2024-07-21
AM,43,46,10,13,17,27,74,122.10000000000014,169,233,74,2024-07-28
AM,44,45,9,12,18,27,74,117,167,236.02499999999986,75,2024-08-04
AM,45,46,10,13,18,28,75,124,166.04999999999995,223.02499999999986,71,2024-08-11
AM,46,45,9,13,17,28,77,124,164,235.09999999999945,73,2024-08-18
AM,47,47,9,12,18,29,77,127.10000000000014,177,231.02499999999986,93,2024-08-25
AM,48,49,11,13,18,29,79,133,183.04999999999995,246.02499999999986,87,2024-09-01
AM,49,49,11,14,19,30,85,141.10000000000014,208,292,110,2024-09-08
AM,50,53,11,14,19,32,89,147,206,298.1999999999989,75,2024-09-15
AM,51,56,11,15,20,32,96,154.10000000000014,218.04999999999995,301.3499999999981,66,2024-09-22
AM,52,56,13,17,22,34,96,159,218.14999999999986,309.0499999999997,60,2024-09-29
AP,1,5.5,0,0,1,2,12,24,37,55,23,2023-10-08
AP,2,5,0,0,1,2,12,22,36,54.07499999999959,13,2023-10-15
AP,3,5,0,0,1,2,11,23,33,55,8,2023-10-22
AP,4,5,0,0,1,2,11,21,34,48.024999999999864,34,2023-10-29
AP,5,5,0,0,0,2,10,19,30,46,25,2023-11-05
AP,6,4,0,0,0,2,9,18,27,41.024999999999864,20,2023-11-12
AP,7,4,0,0,0,1,8,16,26.049999999999955,39,28,2023-11-19
AP,8,4,0,0,0,1,8,16,25,43,17,2023-11-26
AP,9,4,0,0,0,1,8,16,25.049999999999955,35.024999999999864,24,2023-12-03
AP,10,4,0,0,0,1,8,17,25,37,14,2023-12-10
AP,11,4,0,0,0,1,9,19,29,49.024999999999864,6,2023-12-17
AP,12,5,0,0,1,2,11,21,33,53.024999999999864,18,2023-12-24
AP,13,6,0,0,1,2,14,27,39,62,145,2023-12-31
AP,14,8,0,1,1,3,16,32,48,70.04999999999973,212,2024-01-07
AP,15,9,0,1,1,4,20,37,54.049999999999955,91,223,2024-01-14
AP,16,10,0,1,2,4,21,44,70,104,210,2024-01-21
AP,17,11,0,1,2,5,24,48,74,111.02499999999986,445,2024-01-28
AP,18,12,0,1,2,5,26,52,77,111.14999999999918,471,2024-02-04
AP,19,13,0,1,2,5,27,53,79.04999999999995,131.02499999999986,599,2024-02-11
AP,20,13,0,1,2,5,27,54,89.04999999999995,138,630,2024-02-18
AP,21,13,0,1,2,6,28,57,87.04999999999995,126,680,2024-02-25
AP,22,14,1,1,2,6,30,61,90.14999999999986,138.02499999999986,590,2024-03-03
AP,23,13,1,1,3,6,28,56.100000000000136,92.04999999999995,138.04999999999973,370,2024-03-10
AP,24,13,0,1,3,6,28,55,82.04999999999995,127.07499999999959,342,2024-03-17
AP,25,12,0,1,2,5,25,53,87,134.04999999999973,370,2024-03-24
AP,26,12,0,1,2,5,25,48.100000000000136,83.09999999999991,121,425,2024-03-31
AP,27,11,0,1,2,5,24.25,49,75,111,321,2024-04-07
AP,28,11,0,1,2,4,22,49,78,115.02499999999986,304,2024-04-14
AP,29,10,0,1,2,4,21,42,62.049999999999955,96,211,2024-04-21
AP,30,9,0,1,1,4,19,37,62,94.04999999999973,198,2024-04-28
AP,31,9,0,0,1,3.75,18,38,56,84.02499999999986,175,2024-05-05
AP,32,8,0,0,1,3,17,35,53.049999999999955,82,190,2024-05-12
AP,33,7,0,0,1,3,15,32.100000000000136,49,69.02499999999986,162,2024-05-19
AP,34,6.5,0,0,1,3,14,28,43,63,171,2024-05-26
AP,35,6,0,0,1,3,13,28,42,56,205,2024-06-02
AP,36,6,0,0,1,2,12,23,37,58,201,2024-06-09
AP,37,5,0,0,1,2,11,22,34,49.04999999999973,206,2024-06-16
AP,38,5,0,0,1,2,10,19.100000000000136,29.049999999999955,44,188,2024-06-23
AP,39,4,0,0,0,2,9,19,29,43.024999999999864,292,2024-06-30
AP,40,4,0,0,0,2,10,19,29,42,257,2024-07-07
AP,41,4,0,0,0,2,9,19,29,46,271,2024-07-14
AP,42,4,0,0,0,2,9,17,26.049999999999955,44.04999999999973,231,2024-07-21
AP,43,4,0,0,0,2,9,18,26,43,296,2024-07-28
AP,44,4,0,0,0,2,10,20.100000000000136,32.049999999999955,46,219,2024-08-04
AP,45,5,0,0,0,2,10,19,30,47,195,2024-08-11
AP,46,5,0,0,1,2,11,21,31,47,183,2024-08-18
AP,47,5,0,0,1,2,10,22,33.049999999999955,47,133,2024-08-25
AP,48,5,0,0,1,2,11,22,34,49,115,2024-09-01
AP,49,5,0,0,1,2,12,23,37,55.024999999999864,108,2024-09-08
AP,50,5,0,0,1,2,11,23,36,58,111,2024-09-15
AP,51,6,0,0,1,2,12,25,37.049999999999955,61.024999999999864,96,2024-09-22
AP,52,5,0,0,1,2,12,24,38,56.024999999999864,100,2024-09-29
BA,1,269,79,93.95,116,172,444,708,1078.05,1447.3999999999978,356,2023-10-08
BA,2,261,81,93,116,169,415.25,713.3000000000004,1050.1999999999998,1521.924999999995,378,2023-10-15
BA,3,262,80,95,119,173,422.25,707,1011.2499999999998,1477.4249999999977,331,2023-10-22
BA,4,267,82,98.95,122,174,424.25,727,1096.049999999999,1599.0249999999999,346,2023-10-29
BA,5,277,86.97500000000001,106,125,182,445.25,737.1000000000001,1226,1588.4999999999973,386,2023-11-05
BA,6,279,93,110,133,185.75,451.25,745.1000000000001,1120.099999999999,1547.0749999999996,370,2023-11-12
BA,7,287,91.975,107.95,138,190,459,797,1138.3499999999997,1632.174999999999,357,2023-11-19
BA,8,291,93.975,112,136,195.75,459.25,785,1118.05,1704.6749999999963,388,2023-11-26
BA,9,300.5,101,118,140.8,198,482.75,827.2000000000016,1253.1,1590.0749999999996,380,2023-12-03
BA,10,326,107,124,149,214.75,512.25,891.4000000000005,1287.5499999999995,1927.549999999997,307,2023-12-10
BA,11,343.5,110.95000000000002,129,160,229,542,892.1000000000001,1316.1499999999999,1869.0249999999999,185,2023-12-17
BA,12,375.5,129,150.95000000000002,180,254,588.25,1025.4000000000005,1434.1499999999999,2010.0249999999944,207,2023-12-24
BA,13,440,144.925,164.89999999999998,205.9,285,689,1210.1000000000001,1673.199999999999,2409,668,2023-12-31
BA,14,511.5,177,205,251,347,803,1308,1757.1,2468.075,838,2024-01-07
BA,15,607.5,207.975,244,292.9,401,937.5,1472.2000000000003,2069.1499999999996,3001.7249999999963,1058,2024-01-14
BA,16,695.5,251.975,295.95,354.90000000000003,488.75,1094.25,1684,2464.3499999999995,3560.1749999999993,1550,2024-01-21
BA,17,811.5,290.975,328,407,570.75,1225.25,2028.2000000000003,2838,4130.599999999997,2840,2024-01-28
BA,18,936.5,310.95,369.95,458,642,1429.25,2319.1000000000013,3395.7999999999993,5060.075,4144,2024-02-04
BA,19,1028.5,362.925,422.95000000000005,519.9,721,1557.5,2464.7000000000007,3627.6499999999996,5530.82499999999,5990,2024-02-11
BA,20,1122.5,390.97499999999997,461.85,555.9,784.75,1696.25,2774.3,3818.2,5358.124999999999,10651,2024-02-18
BA,21,1202.5,414.97499999999997,491,599.8,821,1797,2962.600000000001,4371.5,6413.099999999994,14648,2024-02-25
BA,22,1223.5,436.925,506,610.7,855.75,1860,3114.3,4211.45,6006.174999999994,16541,2024-03-03
BA,23,1284.5,466.875,542,648.9,890.5,1943.5,3138.1000000000004,4501.399999999996,7411.8749999999945,18217,2024-03-10
BA,24,1351,467.95,558.9499999999999,673.8,909.75,2009.5,3136.100000000003,4335.25,6865.224999999993,19414,2024-03-17
BA,25,1354.5,494.9,573.95,692.9,931.5,2105.25,3205.300000000002,4873.5999999999995,6648.025,17522,2024-03-24
BA,26,1386,501.975,578,695,970.75,2139,3339.2000000000007,4819.7999999999965,6851.774999999996,20115,2024-03-31
BA,27,1418.5,507.925,585,691,984,2139.5,3375.500000000001,4787.35,7159.724999999996,18026,2024-04-07
BA,28,1452.5,524.975,625.9499999999999,730,1000.5,2205.5,3595.9000000000015,5223.05,7049.7749999999905,16006,2024-04-14
BA,29,1467.5,533.975,615.95,759.7,1022.75,2153.5,3484.0000000000027,4772.15,7411.87499999999,12596,2024-04-21
BA,30,1460,498,588.95,733.8000000000001,1017,2224.25,3627.600000000002,5123.5499999999975,7292.699999999986,11063,2024-04-28
BA,31,1421,482.95,599.95,728.9,992,2154.5,3362.2000000000003,4829.449999999999,6633.924999999996,9761,2024-05-05
BA,32,1337,479.95,560,682,931.75,2060.5,3445,4909.149999999999,6865.774999999996,7540,2024-05-12
BA,33,1268.5,449,529.9,650,874,1969.25,3093.4000000000005,4467.399999999998,6635.199999999999,5799,2024-05-19
BA,34,1180.5,392.95000000000005,458.95000000000005,560.9,799.75,1814.75,2895.800000000001,4087.9999999999973,6026.924999999996,3859,2024-05-26
BA,35,1065.5,354.90000000000003,443.8,519,731,1586.25,2545.2,4006.5999999999985,5656.499999999992,2946,2024-06-02
BA,36,934.5,326,389.95000000000005,458.90000000000003,634,1451.5,2417.2,3542.0499999999984,5074.0999999999885,2245,2024-06-09
BA,37,830,290.90000000000003,344.95,408.9,556,1290.25,2064.2000000000016,2972.1,3892.4249999999975,1599,2024-06-16
BA,38,739.5,252.9,299.95,356,503,1144,1907.800000000001,2694.7999999999993,3721.3499999999926,1371,2024-06-23
BA,39,648,221.97500000000002,263.95,312,439,1020.25,1749.5000000000007,2483.3999999999996,3485.649999999997,1259,2024-06-30
BA,40,567,188.975,227.95,274,391.75,900,1513.1000000000001,2192.6999999999994,3249.899999999995,1124,2024-07-07
BA,41,510,172,199,243,344,806.25,1331,1967.5499999999986,2994.2999999999984,983,2024-07-14
BA,42,466,148,180,220.9,302.75,721,1255,1847.2999999999997,2646.6749999999965,753,2024-07-21
BA,43,413,141.97500000000002,163,190,279,667,1109,1606,2479.174999999999,680,2024-07-28
BA,44,381,124,147,179,256,628,1013.2000000000003,1575.1499999999999,2223.2249999999985,595,2024-08-04
BA,45,351,109,129,159,226,569,911.3000000000004,1309.05,2071,541,2024-08-11
BA,46,313.5,99,119,144.9,205.75,516.5,859.2000000000003,1272,1806.2749999999985,473,2024-08-18
BA,47,311.5,100.975,114,140.9,198,489,852.2000000000003,1223.1499999999999,1756.4249999999977,402,2024-08-25
BA,48,293,92.975,112,133,183.75,462.25,770.5000000000007,1232.2499999999998,1759.1499999999992,385,2024-09-01
BA,49,278.5,89.975,105,126,182,444,759.5000000000007,1150.4999999999995,1698.374999999998,401,2024-09-08
BA,50,272,86.97500000000001,100,121,172,426,728.2000000000003,1052.5499999999995,1606.3249999999982,337,2024-09-15
BA,51,265.5,78.97500000000001,96,123,176,413,697.3000000000004,1059.05,1466.2249999999988,314,2024-09-22
BA,52,263,78.97500000000001,94,118,172,428,731.4000000000005,1057.05,1605.0749999999996,234,2024-09-29
CE,1,147.5,43,50,64,95,231.25,379,526.05,731.0249999999999,85,2023-10-08
CE,2,134,40,46.95,58,87,225,356.10000000000014,497.04999999999995,687,88,2023-10-15
CE,3,130,36,45,56,82,212,351.10000000000014,496.14999999999986,673.0499999999997,86,2023-10-22
CE,4,128,37,45,55.900000000000006,82,201,330.10000000000014,470,628.1499999999992,61,2023-10-29
CE,5,125,36,44,54,82,203,336,490.0999999999999,635.1999999999989,78,2023-11-05
CE,6,126,32,43,55,80,205.25,337.10000000000014,478.04999999999995,619.0249999999999,63,2023-11-12
CE,7,122,33,39,51,79,200,323.10000000000014,455.1999999999998,641.0249999999999,84,2023-11-19
CE,8,114,32,40,50,73,192.25,314.2000000000003,465.0999999999999,605.6249999999966,75,2023-11-26
CE,9,115,32,39,49,72,186.25,308,459,662.0249999999999,81,2023-12-03
CE,10,112,29,36,46.900000000000006,71,186,324,451.0999999999999,617,64,2023-12-10
CE,11,109,29,38,47,70,186,307,412.0999999999999,644,26,2023-12-17
CE,12,115,30,38,48,73,192,321,478.0999999999999,642.1999999999989,28,2023-12-24
CE,13,129,35,43.95,55.900000000000006,79,207.25,339,479.0999999999999,673.174999999999,77,2023-12-31
CE,14,145,39,48,60,91,239,412,574.1499999999999,788.0249999999999,75,2024-01-07
CE,15,167,49,59,76.9,113,275,477,658.0999999999999,886.1249999999993,106,2024-01-14
CE,16,205.5,62.975,75.95,92,131,327,544.2000000000003,824.5499999999995,1077.349999999998,148,2024-01-21
CE,17,254,72.975,86,112,159,402.25,677,886.1499999999999,1262.1249999999993,182,2024-01-28
CE,18,299,86.97500000000001,108,136,195.75,489.25,795.4000000000005,1097.7999999999993,1563.0749999999996,184,2024-02-04
CE,19,360,105,129,160,228,562,943.2000000000003,1287.4999999999995,1852.0499999999997,213,2024-02-11
CE,20,422,122.97500000000001,148,190,275,668,1022.1000000000001,1466.3499999999997,2025.0999999999885,305,2024-02-18
CE,21,503.5,153,182,232,324,789,1218.5000000000007,1798.4499999999996,2444.8249999999953,442,2024-02-25
CE,22,559,166,206.95000000000002,250.9,372.75,895,1493,2091.6499999999996,3116.349999999998,474,2024-03-03
CE,23,640.5,191.925,231,279,421,1001.25,1644.4000000000005,2356.5999999999995,3087.0499999999993,471,2024-03-10
CE,24,730,209.975,253,325,472,1135,1822.6000000000008,2565.0499999999993,3573.1499999999996,493,2024-03-17
CE,25,801,251,290.95000000000005,361,508.75,1271,2046.4000000000005,2836.1499999999996,3656.2749999999987,502,2024-03-24
CE,26,886.5,269.975,325.95000000000005,402,571,1439,2431.4000000000005,3257.0499999999997,4711.374999999992,826,2024-03-31
CE,27,967.5,292.9,367,448.4,639.5,1520.25,2457.6000000000004,3543.45,5106.87499999999,890,2024-04-07
CE,28,1037,310.95,373.95000000000005,470.80000000000007,696.75,1637.5,2727.900000000005,3868.2,5491.074999999999,832,2024-04-14
