uf,week,pred,lower_95,lower_90,lower_80,lower_50,upper_50,upper_80,upper_90,upper_95,cases,date
AL,34,325.5,29,40,64,145.75,744.75,1637.700000000001,2674.25,4865.3499999999985,124,2023-05-28
AL,35,325.5,28.975,40.95,63.900000000000006,150.75,731.75,1548.1000000000015,2578.999999999998,5510.574999999992,137,2023-06-04
AL,36,330.5,27.975,40,67,142,740.25,1758.800000000001,3550.3999999999996,5883.299999999994,151,2023-06-11
AL,37,307,23.975,38.95,62.900000000000006,132,712,1622.3000000000004,2803.4999999999986,4359.924999999995,131,2023-06-18
AL,38,287.5,25,36,57,124,687.25,1654.5000000000007,2848.5499999999993,4191.649999999996,130,2023-06-25
AL,39,265.5,24,36,53.900000000000006,117,632,1444.1000000000001,2414.4999999999995,4246.074999999994,121,2023-07-02
AL,40,254,18,29,50,111,585.25,1365.3000000000004,2556.6499999999987,4121.324999999987,149,2023-07-09
AL,41,232,20,28,49,97.75,552.75,1206.4000000000005,2146.149999999997,3647.249999999998,117,2023-07-16
AL,42,223.5,15,25,44,96,527,1210.800000000001,1989.6999999999994,4305.574999999997,112,2023-07-23
AL,43,206.5,16,23,40,88.75,499.5,1094.4000000000005,2216.2999999999997,3379.699999999996,121,2023-07-30
AL,44,197,16,23,39,87,465,1103.4000000000005,1889.3999999999996,2935.1999999999825,121,2023-08-06
AL,45,175,12,20,33.900000000000006,77,406.5,951.4000000000005,1808.1999999999998,3120.024999999994,102,2023-08-13
AL,46,150.5,13,18,30,65,373,888.1000000000015,1458.2499999999989,2439.82499999999,85,2023-08-20
AL,47,146.5,11,17,28,63,334.25,818.8000000000011,1529.2499999999998,2779.299999999993,86,2023-08-27
AL,48,140,11,15,26,57,334.25,748.5000000000007,1439.3499999999997,2201.7499999999795,71,2023-09-03
AL,49,129,9.975000000000001,15,26,56,297,710.3000000000004,1203.1,2006.0999999999995,63,2023-09-10
AL,50,121,8,13,24,55,281.25,624.1000000000001,1230.1,2128.4249999999865,47,2023-09-17
AL,51,111,10,15,25,51,272,648,1064.2499999999998,1889.4499999999975,62,2023-09-24
AL,52,109,8,12,21.900000000000006,48,255,595.1000000000001,1122.05,1827.199999999999,53,2023-10-01
AM,1,48,11,14,19,30,78,127,172,222,250,2022-10-09
AM,2,50,11,14,20,31,79,125,172,241.02499999999986,196,2022-10-16
AM,3,52,12,15,20,32,82,131,169.04999999999995,232.0749999999996,161,2022-10-23
AM,4,53.5,12,16,21,34,87.25,137.10000000000014,198.04999999999995,273.02499999999986,147,2022-10-30
AM,5,56,13,18,24,36,93.25,141,182,240.0749999999996,129,2022-11-06
AM,6,62,14,18,25.900000000000006,39,97,150.20000000000027,204.04999999999995,253.02499999999986,117,2022-11-13
AM,7,65,16.975,21,27,41,102,167,221.0999999999999,295.02499999999986,118,2022-11-20
AM,8,67,18,23,29,43,108,172,226,309.1999999999989,110,2022-11-27
AM,9,74,17,21,30,45,116,182,239.04999999999995,318.0499999999997,87,2022-12-04
AM,10,76,19,24,31,48,123,186.20000000000027,254,325.0499999999997,52,2022-12-11
AM,11,78,20,25,32,50,125.25,193,264.14999999999986,363.02499999999986,44,2022-12-18
AM,12,87,20,26,36,55,143,216.10000000000014,280.04999999999995,369.09999999999945,81,2022-12-25
AM,13,90,23,29,39,58,145,223.10000000000014,300,413.17499999999905,198,2023-01-01
AM,14,99,27,34,44,64,157,237,313.14999999999986,430.02499999999986,195,2023-01-08
AM,15,106,28,35,47,69,164,263.10000000000014,358,450.29999999999836,198,2023-01-15
AM,16,118,32,38.95,50,75,180.25,286.10000000000014,393.2999999999997,512.0749999999996,214,2023-01-22
AM,17,125,34,42,54,81,194.25,304,400.0999999999999,506.0499999999997,251,2023-01-29
AM,18,129,35,44,56,83,195,304.10000000000014,436.04999999999995,557.3249999999982,277,2023-02-05
AM,19,138,37.975,47,62,91,211,330,436.04999999999995,603.1499999999992,180,2023-02-12
AM,20,142,39,49,61,92,221,339.10000000000014,451.04999999999995,576.0249999999999,148,2023-02-19
AM,21,142,39.975,48,62,94,220,332.2000000000003,460,610.1249999999993,167,2023-02-26
AM,22,141,41,53,65,95.75,217,335.10000000000014,452,567.1499999999992,143,2023-03-05
AM,23,145,37.975,47,60,91,222,342,448,574.0749999999996,125,2023-03-12
AM,24,142,36,47.95,62,92,223,335,441,600.2499999999986,119,2023-03-19
AM,25,137.5,36,47,59,89,215,324.2000000000003,434.04999999999995,580.1249999999993,122,2023-03-26
AM,26,131,35,43,54,85,211,316,434.04999999999995,610.0749999999996,125,2023-04-02
AM,27,124,34,42,54,80,194,302,409.2499999999998,526.0249999999999,106,2023-04-09
AM,28,119,30.950000000000003,39,51,76,184,285.10000000000014,383.14999999999986,477,153,2023-04-16
AM,29,109,30,35,47,71,175,274,369,497.02499999999986,135,2023-04-23
AM,30,105,24,31,42,66,160,250,349,451.0499999999997,143,2023-04-30
AM,31,92,23,29,40,59,149.25,238,314.04999999999995,444.0499999999997,127,2023-05-07
AM,32,88,21,27,35,55,141,218,298.2499999999998,400.02499999999986,131,2023-05-14
AM,33,80,18,24,34,52,130.25,203,275,356.3249999999982,89,2023-05-21
AM,34,74,19,24,30,45,121,195,262.04999999999995,368.0749999999996,65,2023-05-28
AM,35,70,17,22,28,44,111,178,237,327.0499999999997,75,2023-06-04
AM,36,65,16,21,27,40,105.25,164,223.0999999999999,313,69,2023-06-11
AM,37,61.5,14.975000000000001,20,25,38,100,163,223,297.17499999999905,78,2023-06-18
AM,38,59,14,18,23,37,93,146,201,269.09999999999945,90,2023-06-25
AM,39,56,13,17,22,35,88,139,191.04999999999995,253.02499999999986,103,2023-07-02
AM,40,53,13,15,21,33,84,132,184.04999999999995,252.0749999999996,115,2023-07-09
AM,41,50,12,14,19,31,78,124.10000000000014,176,248.04999999999973,93,2023-07-16
AM,42,48,11,15,20,31,76.25,120.10000000000014,167.04999999999995,218.02499999999986,89,2023-07-23
AM,43,47,11,15,18.900000000000006,29,76,119.10000000000014,166,209,57,2023-07-30
AM,44,44,10,13,18,28,71.25,114,152.04999999999995,211,46,2023-08-06
AM,45,45,10,13,18,28,69,109,146,206.04999999999973,75,2023-08-13
AM,46,44,10,12,17,27,69,109,147,217.02499999999986,65,2023-08-20
AM,47,44,10.975000000000001,13,17,27,70,111.10000000000014,146.04999999999995,199.0749999999996,67,2023-08-27
AM,48,44,10,13,17,27,70,109,152,189.04999999999973,77,2023-09-03
AM,49,43,10,13,17,27,69,113,145.04999999999995,196.02499999999986,75,2023-09-10
AM,50,45,10,13,18,27,72,116.10000000000014,159.04999999999995,210.12499999999932,73,2023-09-17
AM,51,45,11,14,19,28,73,116.10000000000014,159.0999999999999,219.09999999999945,57,2023-09-24
AM,52,47,11,14,19,30,76,118,164,224.0749999999996,72,2023-10-01
AP,1,6,0,0,1,2,13,27,46,72,5,2022-10-09
AP,2,6,0,0,1,2,13,26.100000000000136,45,70,4,2022-10-16
AP,3,6,0,0,1,2,12,26,40.049999999999955,65.02499999999986,1,2022-10-23
AP,4,5,0,0,1,2,12,24,38,58,1,2022-10-30
AP,5,5,0,0,1,2,11,23,37,57,3,2022-11-06
AP,6,5,0,0,0,2,10,21,36.049999999999955,52.024999999999864,2,2022-11-13
AP,7,4,0,0,0,2,9,20,31,48.024999999999864,3,2022-11-20
AP,8,4,0,0,0,1,9,18,30,48.024999999999864,3,2022-11-27
AP,9,4,0,0,0,1,9,19,28,44,2,2022-12-04
AP,10,4,0,0,0,2,9,19,30,47,0,2022-12-11
AP,11,5,0,0,0,2,10,20,34,54,2,2022-12-18
AP,12,5,0,0,1,2,11,23,40,60.024999999999864,8,2022-12-25
AP,13,6,0,0,1,2,13,28,44,72.02499999999986,12,2023-01-01
AP,14,7,0,0,1,3,16,34,56,82.02499999999986,13,2023-01-08
AP,15,8,0,1,1,4,18,37.100000000000136,60,96,19,2023-01-15
AP,16,9,0,1,1,4,20,44,70.04999999999995,117.12499999999932,28,2023-01-22
AP,17,10,0,1,2,4,23,48,76.09999999999991,121.02499999999986,27,2023-01-29
AP,18,12,0,1,2,5,25,53,81,134.02499999999986,12,2023-02-05
AP,19,12,0,1,2,5,27,57,89,133.04999999999973,11,2023-02-12
AP,20,13,0,1,2,5,27,58,96,148,19,2023-02-19
AP,21,13,0,1,2,6,29,62,108.04999999999995,157,22,2023-02-26
AP,22,14,1,1,2,6,30,64,103,161.02499999999986,17,2023-03-05
AP,23,14,1,1,2,6,30,62.100000000000136,95,157.0749999999996,18,2023-03-12
AP,24,13,0,1,2,6,29,62.100000000000136,102,165.02499999999986,14,2023-03-19
AP,25,13,0,1,2,6,27.25,56,94,156.0749999999996,11,2023-03-26
AP,26,12,0,1,2,5,27,55,89.09999999999991,141,9,2023-04-02
AP,27,11,0,1,2,5,24,52,85.04999999999995,142,14,2023-04-09
AP,28,10,0,1,2,4,23,50,81.04999999999995,123,17,2023-04-16
AP,29,10,0,1,2,4,22,45,72.04999999999995,120.04999999999973,21,2023-04-23
AP,30,9,0,1,1,4,20.25,42,70,103,7,2023-04-30
AP,31,8,0,0,1,4,18,39,64,97,12,2023-05-07
AP,32,7.5,0,0,1,3,17,38,55,79,9,2023-05-14
AP,33,7,0,0,1,3,14,29,52,78.09999999999945,5,2023-05-21
AP,34,6,0,0,1,2,13,29,46,66.07499999999959,22,2023-05-28
AP,35,5,0,0,1,2,12,24,42,66,17,2023-06-04
AP,36,5,0,0,0,2,11,22,36,62,13,2023-06-11
AP,37,4,0,0,0,2,10,21,34.049999999999955,54,15,2023-06-18
AP,38,4,0,0,0,2,9,20,33,49,18,2023-06-25
AP,39,4,0,0,0,1,9,17,29,49,17,2023-07-02
AP,40,4,0,0,0,1,9,18,28,46.024999999999864,19,2023-07-09
AP,41,4,0,0,0,1,9,18,28,45.024999999999864,18,2023-07-16
AP,42,4,0,0,0,2,9,18,31,48.024999999999864,24,2023-07-23
AP,43,4,0,0,0,1,9,21,32,47,43,2023-07-30
AP,44,4,0,0,0,2,9,20,32.049999999999955,53.024999999999864,56,2023-08-06
AP,45,5,0,0,0,2,10,21,34,53,43,2023-08-13
AP,46,5,0,0,1,2,10,22.100000000000136,36,54.024999999999864,80,2023-08-20
AP,47,5,0,0,0,2,10,22,37,59.04999999999973,98,2023-08-27
AP,48,5,0,0,0,2,11,23,37,59.024999999999864,49,2023-09-03
AP,49,5,0,0,1,2,11,24,39,61,50,2023-09-10
AP,50,5,0,0,1,2,12,24,40,66,46,2023-09-17
AP,51,5,0,0,1,2,12,25,41,60,30,2023-09-24
AP,52,6,0,0,1,2,12,27,47,68,34,2023-10-01
BA,1,270,77.975,92,117.9,171.75,481.25,851.2000000000003,1231.6499999999994,1916.174999999999,207,2022-10-09
BA,2,279.5,77,92,116.9,179,491.25,870.2000000000003,1268.1499999999999,1800.7999999999956,202,2022-10-16
BA,3,300.5,83.92500000000001,97,118,176,495,852.2000000000003,1369.1499999999999,2046.2249999999988,168,2022-10-23
BA,4,298.5,78,98,122,185,525.25,943.5000000000007,1457.5499999999995,2333.024999999994,81,2022-10-30
BA,5,313.5,84.94999999999999,107,132.9,193,532,965.2000000000003,1437.05,2106.324999999993,71,2022-11-06
BA,6,310,87,105.95,131.9,197,525.25,958.1000000000001,1498.1,2417.249999999999,61,2022-11-13
BA,7,321,93,112.95,138.9,204,548,1006.3000000000004,1426.8999999999992,2300.5999999999967,61,2022-11-20
BA,8,333.5,101.975,119.95,147.9,210,571,1034,1524.3499999999997,2537.5249999999974,63,2022-11-27
BA,9,353,94.97500000000001,122,150.9,222,609,1092.3000000000004,1664.2999999999997,2354.749999999996,67,2022-12-04
BA,10,349,103.975,124.95,155,228,609.25,1102.1000000000001,1518.4499999999996,2393.05,59,2022-12-11
BA,11,366.5,109,133,160,236,602,1080.2000000000003,1688.9499999999991,2554,60,2022-12-18
BA,12,405,119.975,148,185,260,712,1241.700000000001,1913.2999999999997,2931.724999999996,194,2022-12-25
BA,13,444.5,139.975,163.95,207,289,744.5,1327.1000000000001,1913.1499999999999,2586.6499999999965,701,2023-01-01
BA,14,517,162.97500000000002,192.95,240,334.75,871.75,1536,2303.199999999998,3330.949999999995,818,2023-01-08
BA,15,582.5,185.95,224.89999999999998,275,389,991.25,1739.5000000000007,2701.2,3724.024999999994,851,2023-01-15
BA,16,690.5,212.95,256.95,318,448,1181.75,2017.2000000000003,2956,4471.724999999969,1083,2023-01-22
BA,17,787,260,306.90000000000003,377,528.75,1301,2222.1000000000004,3315.8499999999985,5263.624999999996,1281,2023-01-29
BA,18,898.5,278.95,339.9,427.9,610,1520.25,2584.600000000001,3812.999999999999,5323.9999999999945,1431,2023-02-05
BA,19,1010,319.825,397,469,673,1648.75,2834.2000000000003,3972.3499999999995,5608.824999999995,1142,2023-02-12
BA,20,1114,360.975,422,515.9,729,1851.25,3121.2,4793.0999999999985,7351.099999999961,1286,2023-02-19
BA,21,1175,370.975,434.90000000000003,542,789,1935,3347.1000000000004,5009.899999999999,7135.624999999996,1302,2023-02-26
BA,22,1217,400,471,562.9000000000001,802.75,1993.25,3666.7000000000007,5390.849999999995,7689.149999999994,1429,2023-03-05
BA,23,1273.5,419.9,492.9,602,830,2077.75,3485.5000000000005,5125.299999999999,7468.274999999999,1375,2023-03-12
BA,24,1344,418.85,490,612.9,875,2209.75,3609.400000000002,5161.499999999999,7571.999999999984,1406,2023-03-19
BA,25,1377.5,444.875,529.85,632.9,906.75,2217,3788.000000000002,5834.699999999997,7925,1230,2023-03-26
BA,26,1423,463,550.9,662,942.5,2276.5,3908.3,5867.149999999999,8526.175,1145,2023-04-02
BA,27,1457,474.90000000000003,557,686,942.75,2363.5,4066.200000000003,5915.799999999999,8872.87499999995,1430,2023-04-09
BA,28,1468.5,473.97499999999997,567.8,678,949.75,2352.5,4281.500000000004,6118.3,9001.149999999994,1342,2023-04-16
BA,29,1471.5,452,556.95,701,983,2372,3957.800000000001,5826.899999999999,8290.999999999978,1393,2023-04-23
BA,30,1467.5,477.975,564.9,691.9,966.75,2321.25,4038.2000000000003,5754.15,9278.674999999996,1663,2023-04-30
BA,31,1412.5,433.925,552,707,943,2375.5,3891.6000000000013,5651.199999999997,7985.624999999991,1603,2023-05-07
BA,32,1362.5,434,531.95,655,903,2261.5,3915.800000000001,5643.999999999995,8181.624999999985,1628,2023-05-14
BA,33,1264.5,434,500.95,609.9,853.75,2022.5,3342.5000000000036,5024.499999999998,7466.2249999999995,1429,2023-05-21
BA,34,1179.5,415.975,481,568,770.75,1907.25,3179.1000000000013,4711.45,6761.449999999992,1602,2023-05-28
BA,35,1069.5,334.95,415.95,498,709,1710.75,2881.900000000001,4426.5999999999985,6198.025,1467,2023-06-04
BA,36,935.5,289.925,363.95,441,609,1498,2605.300000000002,3607.8499999999995,5508.074999999983,1505,2023-06-11
BA,37,827,269,316.95,390.90000000000003,547.75,1321.75,2409.1000000000013,3557.0499999999997,5526.974999999984,1330,2023-06-18
BA,38,730.5,225.975,271.95,334.90000000000003,475.75,1202.5,2123.2000000000003,3185.999999999999,4391.674999999986,1258,2023-06-25
BA,39,637,211.95,250.95000000000002,301.9,419.75,1051.75,1912.800000000001,2752.05,3892.1749999999993,1238,2023-07-02
BA,40,574,165,215,262,364.75,939.25,1781.6000000000008,2759.3,3920.1749999999934,1328,2023-07-09
BA,41,497.5,160.975,190,231.9,325.75,845,1473.0000000000014,2213.4499999999994,3231.5999999999967,1285,2023-07-16
BA,42,457,132,160.95,205.9,301,752.25,1390.800000000001,2176.05,3113.624999999997,881,2023-07-23
BA,43,417,120.975,147,182,267.75,694,1218.3000000000004,1877,2762.174999999994,974,2023-07-30
BA,44,386.5,113.975,135.95,167.9,241,673,1161.1000000000001,1812.3499999999997,2610.724999999996,815,2023-08-06
BA,45,350.5,97.975,118,151,218.75,594,1082.1000000000001,1689.049999999999,2333.1249999999995,695,2023-08-13
BA,46,324.5,90.97500000000001,110,139.9,198.75,536,981.2000000000003,1514.7999999999993,2200.5249999999915,596,2023-08-20
BA,47,298,86,105.95,132,191.75,508,978.1000000000001,1477.05,2142.2999999999984,611,2023-08-27
BA,48,279,82,101,124,177.75,486,874.1000000000001,1263.4499999999996,1993.199999999999,466,2023-09-03
BA,49,275,81,94,119.9,173,480,838.6000000000008,1262.3499999999997,2051.075,415,2023-09-10
BA,50,267,77.975,93,115,168,466,837.1000000000001,1281.3499999999997,1788.8999999999896,419,2023-09-17
BA,51,273,74.97500000000001,91.95,117,174,484,867,1347.4499999999987,1967.4249999999977,355,2023-09-24
BA,52,277,77,91,111,171,474.5,856.8000000000011,1247.1499999999999,1858.4749999999974,415,2023-10-01
CE,1,139,37,45.95,58,84,235.25,407.3000000000004,654.3499999999997,869.0749999999996,216,2022-10-09
CE,2,127,32.975,43,54,80,212.25,364.10000000000014,539.05,765.4249999999977,186,2022-10-16
CE,3,125,31,41,53,78,209.25,363,554.1999999999998,808.1499999999992,132,2022-10-23
CE,4,119,31,38,49,75,193,339.10000000000014,477,686.6749999999963,133,2022-10-30
CE,5,120,32,39,51,76,200.25,335.10000000000014,510,751.0499999999997,165,2022-11-06
CE,6,119,31,39,49,73,195,319.10000000000014,483.3499999999997,769.0999999999995,161,2022-11-13
CE,7,113,30,37,45,72,190.25,345.10000000000014,494.04999999999995,722.549999999997,143,2022-11-20
CE,8,112,27,36,46,69,191,354,526.0999999999999,742.2249999999988,142,2022-11-27
CE,9,109,28,35,44,69,186,332,454.6499999999994,714.6749999999963,106,2022-12-04
CE,10,108,28,36,45,67,183.25,338.2000000000003,509.0999999999999,700.0249999999999,74,2022-12-11
CE,11,109,27,34,44,67,187,341.10000000000014,497.2999999999997,797.0999999999995,47,2022-12-18
CE,12,114,28,37,47,71,197.25,336.2000000000003,524.05,802.3249999999982,65,2022-12-25
CE,13,123,30.975,39,48,74,211,364.10000000000014,509.0999999999999,819.0749999999996,163,2023-01-01
CE,14,140,38,48,60,89,242.25,409.2000000000003,616.6999999999994,857.0999999999995,127,2023-01-08
CE,15,169,44,54,69,107,273,468,672,972.374999999998,170,2023-01-15
CE,16,203,54,64.95,85,127,333.25,558.1000000000001,859,1088.2499999999986,226,2023-01-22
CE,17,240.5,63,80,105.9,153,390.25,683,1026.2499999999998,1339.2499999999986,240,2023-01-29
CE,18,293,84,105,129,190.75,476,832.2000000000003,1278.3499999999997,1716.0249999999999,246,2023-02-05
CE,19,352,101.975,123,153.9,226,576,1030,1445.2499999999998,2323.0749999999994,274,2023-02-12
CE,20,429,120.975,142,180.9,271,679.25,1184.1000000000001,1659.8999999999992,2421.449999999998,354,2023-02-19
CE,21,486.5,137.975,172.95,218,316.75,783,1341.1000000000001,1959.2999999999997,2697.6749999999965,482,2023-02-26
CE,22,557.5,160.975,185.95,239,358,920.25,1545.0000000000014,2292.2,3082.899999999995,577,2023-03-05
CE,23,636,182,222,288,418,1056.5,1741.3000000000031,2546.199999999999,3945.7249999999963,561,2023-03-12
CE,24,721.5,201.95,240.89999999999998,316,454.75,1210,2034.2000000000003,3051.1000000000004,4448.025,614,2023-03-19
CE,25,821.5,216.975,274,358,514,1337,2335.1000000000004,3338.3999999999987,4828.499999999997,581,2023-03-26
CE,26,916,252.95,307.95,396,595.75,1510.25,2527.500000000001,3751.0999999999976,5170.174999999983,444,2023-04-02
CE,27,1002.5,268.975,338.95000000000005,432.9,657.5,1672.25,2941.3,4343.149999999998,6457.924999999996,543,2023-04-09
CE,28,1070.5,302.92499999999995,372,471,688,1796.25,3031.2000000000016,4523.7999999999975,6580.899999999995,509,2023-04-16
